Nit|GESTOR|N°|COD. SUC|DEPARTAMENTO|CIUDAD / MUNICIPIO|"TIPOLOGIA (PROPIA/ALIADA)"|DANE|NOMBRE DE LA FARMACIA|DIRECCIÓN DE CONTACTO|TIPO DE ATENCIÓN FISICO/DOMICILIO|CANAL DOMICILIO|TELÉFONO DE CONTACTO|HORARIO ATENCIÓN|DISPENSACIÓN DE MEDICAMENTOS REFRIGERADOS (S/N)|DISPENSACIÓN DE MEDICAMENTOS DE CONTROL ESPECIAL (S/N)|DISPENSACIÓN DE MEDICAMENTOS ALTO COSTO (S/N)|TUTELA (S/N)|NO PBS|PBS|COBERTURA|PLAN PREMIUM|ATENCION 24 HORAS (S/N)|DOMINGOS/ FESTIVOS(S/N)|NOVEDADES EN PUNTOS|LATITUD|LONGITUD|CAJAS
900249425|PHARMASAN|216|68298_216|SANTANDER|GAMBITA|ALIADA|68298|NATURAL FARMA|Calle 5 # 4 61|PUNTO FÍSICO|NO APLICA|18000423739|Lunes a Viernes 7:30am 5:00pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||1,97423|75932|
828002423|DISCOLMETS|217|15296_217|BOYACÁ|GAMEZA|ALIADA|15296|E.S.E. GAMEZA|CALLE 4 #5 17|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm. Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5.5800291884711175|73.64770756|
828002423|DISCOLMETS|218|15299_218|BOYACÁ|GARAGOA|PROPIA|15299|SF DISCOLMEDICA GARAGOA|CALLE 11 # 8 16|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES: 8 12 Y 2 5 Y S 8 12 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5.566063905452611|73.18433971|
828002423|DISCOLMETS|219|41298_219|HUILA|GARZÓN|PROPIA|41298|SF DISCOLMEDICA GARZÓN|CARRERA 8 NO 5 27 BARRIO EL CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES VIERNES: 8:00 AM 12:00 PM Y 2:00 PM 5:00 PM/ SÁBADO: 8:00 AM 12:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
828002423|DISCOLMETS|220|41306_220|HUILA|GIGANTE|PROPIA|41306|SF DISCOLMEDICA GIGANTE|Calle 5 # 5 72 Barrio Centro|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 5:00pm. Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5,68880380751|7.32309E+11|
816001182|AUDIFARMA|221|25307_221|CUNDINAMARCA|GIRARDOT|PROPIA|25307|CAF GIRARDOT|CALLE 19 # 10 12 BARRIO SUCRE|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 7:00 AM 5:00 PMSÁBADO: 7:00 AM 3:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|222|25307_222|CUNDINAMARCA|GIRARDOT|PROPIA|25307|CRUZ VERDE GIRARDOT|Calle 18 # 10 – 49 Centro|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 6:00 am a 7:00 pm /Sábados 7:00 am a 7:00 pm /Domingos y festivos 8:00 a 4:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|SI||5.365959004752141|73.52172157|
800149695|CRUZ VERDE|223|25307_223|CUNDINAMARCA|GIRARDOT|ALIADA|25307|ALEMANA 207|CARRERA 10 NO.12 67 CENTRO|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A SABADO 7:00 A.M 8:00 P.M DOMINGOS Y FESTIVOS 7:00 A.M 5:00 P.M|SI|NO|NO|NO|NO|SI|PBS|NO|NO|SI||5.627446818003968|73.52918303|
800149695|CRUZ VERDE|225|68307_225|SANTANDER|GIRÓN|PROPIA|68307|CRUZ VERDE GIRON|Carrera 25 # 30 02/08|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a Viernes 08:00 am 07:00 pm Sabado 08:00 am 07:00 pm Domingo 09:00 am 07:00 pm Festivos 09:00 am 07:00 pm|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||3,217|75217|
900249425|PHARMASAN|226|54313_226|NORTE DE SANTANDER|GRAMALOTE|ALIADA|54313|INSERCOOP DRO. NUEVO GRAMALOTE|Manzana 5 casa 6 Brr Santa rosa|PUNTO FÍSICO|NO APLICA|18000423739|Lunes a Viernes 7:30am 5:00pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||5.437889115899392|73.29646378|
900716566|INSUMEDIC|227|25312_227|CUNDINAMARCA|GRANADA|PROPIA|25312|DISPENSARIO INSUMEDIC GRANADA|CARRERA 13 # 9 46 BARRIO EL PROGESO|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes 9:00am 3:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||2,667|75517|1
800149695|CRUZ VERDE|229|50313_229|META|GRANADA|ALIADA|50313|DISCOLMEDICA GRANADA|Calle 12 # 12 47 Barrio belen|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 8 AM A 5 PM JORNADA CONTINUA Y SANADOS 8 AM A 11 AM, DOMINGOS Y FESTIVOS NO HAY SERVICIO|SI|SI|SI|SI|NO|SI|PBS|NO|NO|NO||5,53082848038|7.66365E+11|
900249425|PHARMASAN|230|68318_230|SANTANDER|GUACA|PROPIA|68318|PHARMASAN GUACA|Carrera 5 # 7 08 Barrio Charco Largo|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6,556244573|76883465791|
900331412|GENHOSPI|231|52317_231|NARIÑO|GUACHUCAL|ALIADA|52317|ESE GUACHUCAL|BARRIO 20 DE JULIO|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||5,09100466095|7.66507E+11|
828002423|DISCOLMETS|232|41319_232|HUILA|GUADALUPE|PROPIA|41319|SF DISCOLMEDICA GUADALUPE|Calle 3 # 6 65 Barrio Industrial|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||5,15394631811|7.66852E+11|
900331412|GENHOSPI|233|52320_233|NARIÑO|GUAITARILLA|ALIADA|52320|DROGUERIA LAS LAJAS AYB|CALLE REAL NO. 2 15|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||5,1935609214|7.69496E+11|
900331412|GENHOSPI|234|52323_234|NARIÑO|GUALMATAN|ALIADA|52323|DROGUERIA FARMEDICX|CARRERA 4TA No. 5 41 EL RECUERDO|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||5,10024096182|7.66934E+11|
816001182|AUDIFARMA|235|47318_235|MAGDALENA|GUAMAL|PROPIA|47318|CAF GUAMAL|CALLE 8 #4 70 CALLE RICAURTE|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 7:00 AM 7:00 PM/ SÁBADO: 7:00 AM 1:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||5,70952628172|77265866996|
900716566|INSUMEDIC|236|25328_236|CUNDINAMARCA|GUAYABAL DE SIQUIMA|PROPIA|25328|DISPENSARIO INSUMEDIC GUAYABAL DE SIQUIMA|Carrera 4 # 1 73 Guayabal de Siquima|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00 a 12:00 y 1:00 a 5:00. Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||5,18630155772|7.64729E+11|1
900249425|PHARMASAN|237|68327_237|SANTANDER|GUEPSA|ALIADA|68327|FARMA GUEPSA|Calle 4 # 6 26 Guepsa Santander.|PUNTO FÍSICO|NO APLICA|18000423739|Lunes a Viernes 7:30am 5:00pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||5,48372631532|7.6741E+11|
900716566|INSUMEDIC|238|25339_238|CUNDINAMARCA|GUTIÉRREZ|PROPIA|25339|DISPENSARIO INSUMEDIC GUTIÉRREZ|Calle 5 # 5 07 Gutierrez|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00 a 12:00 y 1:00 a 5:00. Sábado: 8:00am 11:00pm.|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
802000608|SUMINISTROS Y DOTACIONES|240|85125_240|CASANARE|HATO COROZAL|ALIADA|85125|DROGUERÍA EL REGALO|CALLE 12 # 6 78|PUNTO FÍSICO|NO APLICA|6053302424|Lunes a Viernes 8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|
802000608|SUMINISTROS Y DOTACIONES|241|44378_241|LA GUAJIRA|HATONUEVO|PROPIA|44378|SUMINISTROS Y DOTACIONES|CALLE 15 # 16 218|PUNTO FÍSICO|NO APLICA|6053302424|Lunes a Viernes 8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
828002423|DISCOLMETS|242|41349_242|HUILA|HOBO|ALIADA|41349|DROGUERIA VISIÓN 1 HOBO|calle 5 N° 4 – 54 barrio san juan del municipio de el Hobo|NO APLICA|3165295754|3165295754|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
800149695|CRUZ VERDE|243|73349_243|TOLIMA|HONDA|PROPIA|73349|CRUZ VERDE HONDA|"Calle 10 # 13 12 Altos del Rosario"|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a sábados 8:00 am a 7:00 pm /Domingos y festivos 9:00 am a 5:00 pm|SI|SI|SI|SI|NO|SI|PBS|NO|NO|SI||SD|SD|
816001182|AUDIFARMA|244|73001_244|TOLIMA|IBAGUÉ|PROPIA|73001|CAF CADIZ|CARRERA 5 NUMERO 26A 89 PRIMER PISO|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 6:00 AM 9:00 PM /SÁBADO DOMINGO Y FESTIVO: 6:00 AM 3:00 PM|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|SI||SD|SD|
800149695|CRUZ VERDE|245|73001_245|TOLIMA|IBAGUÉ|PROPIA|73001|CRUZ VERDE UAP IBAGUÉ|Avenida Mirolindo Transversal 1 # 44 233|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 6:00 a.m. a 8:00 p.m. /Sábados 7:00 a.m. a 6:30 p.m.|SI|SI|NO|NO|NO|SI|PBS|SI|NO|NO||SD|SD|
800149695|CRUZ VERDE|246|73001_246|TOLIMA|IBAGUÉ|PROPIA|73001|CRUZ VERDE IBAGUE CRA 4|Carrera 4 D # 41 55|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 6:00 a.m. a 8:00 p.m. /Sábado 7:00 a.m. a 6:00 p.m.|NO|NO|NO|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|247|73001_247|TOLIMA|IBAGUÉ|PROPIA|73001|CRUZ VERDE TRANSVERSAL 1|Transversal 1 Sur 44 229|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a viernes 6:00 am a 8:00 pm /Sabados 6:00am a 6:30pm|NO|NO|NO|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
900331412|GENHOSPI|249|52352_249|NARIÑO|ILES|ALIADA|52352|DROGUERIA BUENA ESPERANZA|CARRERA 4TA No. 12 79 AVENIDA IPIALES|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
900331412|GENHOSPI|250|52354_250|NARIÑO|IMUES|ALIADA|52354|ESE CENTRO DE SALUD SANTIAGO APOSTOL|BARRIO SANTA ROSA MUNICPIO DE IMUES|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
900331412|GENHOSPI|252|52356_252|NARIÑO|IPIALES|PROPIA|52356|SF GENHOSPI IPIALES|CRA 5TA 21 126 SAN VICENTE|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|SI|SI|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
828002423|DISCOLMETS|253|41357_253|HUILA|IQUIRA|ALIADA|41357|FARMACIA MUNDROGAS|CRA 7 No 3 42 BARRIO CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm./ Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
828002423|DISCOLMETS|254|41359_254|HUILA|ISNOS|ALIADA|41359|DROGAS ELIMAR|CALLE 5 # 3 – 25 Barrio CENTRO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
900994906|HUMSALUD|255|27361_255|CHOCÓ|ISTMINA|PROPIA|27361|SF HUMSALUD ISTMINA|Cra 6 # 30ª97 la B/ mesetaAntiguo Seguro Social|PUNTO FÍSICO|NO APLICA|6046713652|Lunes a Viernes 7:00 am 5:00 pm Sábados: 7:00am 1:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|2
890985122|COHAN|256|5360_256|ANTIOQUIA|ITAGÜÍ|PROPIA|5360|SERVICIO FARMACEUTICO COHAN ITAGUI|Cll. 51 # 48 36|PUNTO FÍSICO|NO APLICA|6043228582|Lunes Viernes 7:00 AM A 5:00 PM|SI|SI|SI|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|257|05360_257|ANTIOQUIA|ITAGÜÍ|ALIADA|5360|DROPOPULAR S.A BOTICA JUNIN ITAGUI|calle 50 #49 52|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A SABADO 8:00 AM A 8:00 PM DOMINGOS Y FESTIVOS NO HAY SERVICIO|SI|NO|SI|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
816001182|AUDIFARMA|259|76364_259|VALLE DEL CAUCA|JAMUNDÍ|PROPIA|76364|CAF LIBERTADORES|CARRERA 10 NUMERO 13 11 BARRIO LIBERTADOR JAMUNDI|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 06:30 AM 7:00 PMSÁBADO: 7:00 AM 1:00 PM|SI|NO|SI|SI|SI|NO|NO PBS|NO|NO|NO||SD|SD|
800149695|CRUZ VERDE|260|76364_260|VALLE DEL CAUCA|JAMUNDÍ|PROPIA|76364|CRUZ VERDE VERDE JAMUNDÍ|Carrera 3 a Nº. 18 255 Local 1|PUNTO FÍSICO|NO APLICA|18000910545|Lunes a Sábado 8:00 a.m. a 6:00 p.m.|SI|NO|SI|NO|NO|SI|PBS|NO|NO|SI||SD|SD|
828002423|DISCOLMETS|261|15368_261|BOYACÁ|JERICÓ|ALIADA|15368|DROGUERIA FARMIJER|CRA 3 # 3 53|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
900716566|INSUMEDIC|262|25372_262|CUNDINAMARCA|JUNÍN|PROPIA|25372|DISPENSARIO INSUMEDIC JUNÍN|CARRERA 5 # 2 33|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00am 5:00pm.Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|263|41378_263|HUILA|LA ARGENTINA|PROPIA|41378|SF DISCOLMEDICA LA ARGENTINA|CARRERA 3 No 9 40 BARRIO CORINTO|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 5:00pm./ Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
800149695|CRUZ VERDE|264|25377_264|CUNDINAMARCA|LA CALERA|PROPIA|25377|CRUZ VERDE CALERA GARDENS|Avenida 2 No. 9a 28 Local 109 Calera CC Calera Gardens|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A VIERNES 8:00 am a 5:30 pm SABADO 8:00 am a 1:30 pm DOMINGOS Y FESTIVOS NO HAY SERVICIO|SI|NO|NO|NO|NO|SI|PBS|NO|NO|NO||SD|SD|
900331412|GENHOSPI|265|52378_265|NARIÑO|LA CRUZ|PROPIA|52378|SF GENHOSPI LA CRUZ|CALLE 8 # 10 62 LOCAL 1 BARRIO LA POLA|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
900249425|PHARMASAN|267|54385_267|NORTE DE SANTANDER|LA ESPERANZA|PROPIA|54385|PHARMASAN LA ESPERANZA|Calle 4 # 3 02 Barrio Centro|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
900331412|GENHOSPI|268|52381_268|NARIÑO|LA FLORIDA|PROPIA|52381|SF GENHOSPI LA FLORIDA|DIAGONAL A LA ALCALDIA FRENTE A SUPER GIROS|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
900331412|GENHOSPI|270|52385_270|NARIÑO|LA LLANADA|ALIADA|52385|DROG. CORAZON DE JESUS|CARRERA 2 NO. 8 – 21 BARRIO CORAZON DE JESUS LA LLANADA|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
802000608|SUMINISTROS Y DOTACIONES|271|20621_271|CESAR|LA PAZ|ALIADA|20621|ETICOS SERRANO GOMEZ LTDA|CALLE 6 # 5 62 LOCAL 102 BARRIO LAS DELICIAS|PUNTO FÍSICO|NO APLICA|6053302424|LUNES A VIERNES 7:30 AM 6:00 PM SABADOS 8:00 A.M 3:00 PM|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
900716566|INSUMEDIC|272|25398_272|CUNDINAMARCA|LA PEÑA|PROPIA|25398|DISPENSARIO INSUMEDIC LA PEÑA|Carrera 3 # 5 35 La Peña|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00am 5:00pm.Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|1
828002423|DISCOLMETS|273|41396_273|HUILA|LA PLATA|ALIADA|41396|DISCOLMEDICA LA PLATA|Calle 3 3 24 Barrio Garcia Rovira|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|LUNES A VIERNES 7:00 AM 4:00 pm SABADO 8:00 AM 12:00 PM, DOMINGOS Y FESTIVOS NO HAY SERVICIO|SI|NO|NO|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
900331412|GENHOSPI|274|52399_274|NARIÑO|LA UNION|ALIADA|52399|DROGUERIA MI FARMA|CARRERA 1RA No. 13 22 BARRIO NIÑO DIOS|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
900249425|PHARMASAN|276|54377_276|NORTE DE SANTANDER|LABATECA|PROPIA|54377|PHARMASAN LABATECA|Calle 3 # 2 16 Barrio La Esmeralda|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
828002423|DISCOLMETS|277|15377_277|BOYACÁ|LABRANZAGRANDE|ALIADA|15377|E.S.E. LABRANZAGRANDE|CRA 8 5 49|PUNTO FÍSICO|NO APLICA|8715505 EXT 113|Lunes a Viernes: 8:00am 12:00pm y 2:00pm 5:00pm. /Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|SI|NO|SI||SD|SD|
900249425|PHARMASAN|278|68406_278|SANTANDER|LEBRIJA|PROPIA|68406|PHARMASAN LEBRIJA|Carrera 13 # 11 40 Barrio Centro|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||SD|SD|
816001182|AUDIFARMA|279|91001_279|AMAZONAS|LETICIA|PROPIA|91001|CAF LETICIA|CALLE 8 # 9 38|PUNTO FÍSICO|NO APLICA|18000112554|LUNES VIERNES: 7:00 AM 7:00 PM /SÁBADO: 07:30 2:00 PM|SI|NO|NO|SI|SI|NO|NO PBS|NO|NO|NO||4,813971|75697028|
800149695|CRUZ VERDE|280|91001_280|AMAZONAS|LETICIA|ALIADA|91001|DROGUERÍA GLORIA INSTITUCIONAL|CARRERA 6 #9 72 Avenida internacional|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A SABADO 7:AM A 6:00 PM DOMINGOS NO HAY ATENCION Y FESTIVOS 8:00 AM 1:00 P.M|SI|NO|SI|SI|NO|SI|PBS|NO|NO|NO||4,812436|75706369|
800149695|CRUZ VERDE|281|91001_281|AMAZONAS|LETICIA|ALIADA|91001|DROGUERÍA GLORIA HOSPITALARIA|CARRERA 10 # 13 93|PUNTO FÍSICO|NO APLICA|18000910545|24 Horas* Atención de urgencias en horario no habil de Drogueria institucional|SI|NO|SI|SI|NO|SI|PBS|NO|SI|SI||6986568|73049699|
800149695|CRUZ VERDE|282|73411_282|TOLIMA|LIBANO|ALIADA|73411|DROGAS COPIFAM LÍBANO 2|CALLE 4 NO. 9 02 / 9 04|PUNTO FÍSICO|NO APLICA|18000910545|LUNES A SABADO 8:00 AM 12:30 DE 2:00 A 6:00 PM DOMINGOS Y FESTIVOS 8:00 AM 12:30 DE 2:00 A 6:00 PM|SI|NO|SI|NO|NO|SI|PBS|NO|NO|SI||2643589|76533111|
900331412|GENHOSPI|283|52411_283|NARIÑO|LINARES|ALIADA|52411|DROGUERIA FARMATODO|CARRERA 3 CASA 29ª BARRIO SAGRADA FAMILIA.|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||9790776|74784204|
900331412|GENHOSPI|284|52418_284|NARIÑO|LOS ANDES|ALIADA|52418|DROGUERIA MEDIKFARMA|CRA 6 # 7 26 AVENIDA BOLIVAR|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 7:00am 12:00pm y 2:00pm 6:00pm. /Sábado 7:00am 1:00pm.|NO|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||2,455942|76597922|
900249425|PHARMASAN|285|54405_285|NORTE DE SANTANDER|LOS PATIOS|PROPIA|54405|PHARMASAN LOS PATIOS CUCUTA|Avenida 10 # 20 30 barrio once de Noviembre|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||2,459309|76594579|
900249425|PHARMASAN|286|68418_286|SANTANDER|LOS SANTOS|PROPIA|68418|PHARMASAN LOS SANTOS|Carrera 6 # 3 28|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|NO|NO|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||2,454046|76598522|
900249425|PHARMASAN|287|54418_287|NORTE DE SANTANDER|LOURDES|ALIADA|54418|INSERCOOP|Calle 5 # 3 03 Brr La Palma|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 7:30am 5:00pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||SD|SD|
900249425|PHARMASAN|288|68425_288|SANTANDER|MACARAVITA|ALIADA|68425|ESE HOSPITAL SEÑOR DE LA MISERICORDIA MACARAVITA|Carrera 3 # 4 06|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 7:30am 5:00pm|SI|NO|SI|NO|SI|SI|PBS Y NO PBS|NO|NO|NO||10987990|74958792|
900716566|INSUMEDIC|289|25430_289|CUNDINAMARCA|MADRID|PROPIA|25430|DISPENSARIO INSUMEDIC SAS|Calle 9 B # 6 39 Barrio Cedritos|PUNTO FÍSICO|NO APLICA|3212341969|Lunes a Viernes: 8:00am 5:00pm.Sábado: 8:00am 12:00pm.|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||1910998|75155305|3
802000608|SUMINISTROS Y DOTACIONES|291|44430_291|LA GUAJIRA|MAICAO|PROPIA|44430|SUMINISTROS Y DOTACIONES|CARRERA 12 # 15 20|PUNTO FÍSICO|NO APLICA|6053302424|8:00am 12:00pm / 2:00pm 5:00pm Sabados 8:00am 12:00pm|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||6140728|75377590|
900249425|PHARMASAN|292|68432_292|SANTANDER|MALAGA|PROPIA|68432|PHARMASAN MÁLAGA|Carrera 10 # 11 14 Local 1 Barrio Ricaute|PUNTO FÍSICO|NO APLICA|18000423739|Lunes Viernes 07:00AM A 12:00PM 2:00 A 05:00PM|SI|SI|NO|SI|SI|SI|PBS Y NO PBS|SI|NO|NO||6,152542|75374748|
900331412|GENHOSPI|293|52435_293|NARIÑO|MALLAMA|PROPIA|52435|SF GENHOSPI PIEDRA ANCHA|CALLE 2#2 01 BARRIO BELLA VISTA|PUNTO FÍSICO|NO APLICA|6027316719|Lunes a viernes: 8:00 12am 2 pm 6:00pm y Sabados: 8 12 m|SI|NO|SI|SI|SI|SI|PBS Y NO PBS|NO|NO|NO||12,582714|81693472|
